"replicate","truepopsize","afpopsize","genopopsize","rarefreqcutoff","raregeno_mean","raregeno_sd","rarealleles_mean","rarealleles_sd","findgeno_mean","findgeno_sd","findalleles_mean","findalleles_sd"
75,1e+05,100,50,0.1,0.0338,0.00567486401886892,0.0338,0.00567486401886892,0.00305986696230599,0.00829229930292131,0.0898669623059867,0.0649748865980652
76,1e+05,100,50,0.1,0.03362,0.00547681569929842,0.03362,0.00547681569929842,0.00254665203073546,0.00723937397031546,0.08801317233809,0.0652527111300007
77,1e+05,100,50,0.1,0.0359,0.00670135533047652,0.0359,0.00670135533047652,0.00274122807017544,0.00743408132322111,0.0887938596491228,0.0666088838595611
78,1e+05,100,50,0.1,0.0341,0.00533853912601566,0.0341,0.00533853912601566,0.00280662983425414,0.00750156032596612,0.0926850828729282,0.0638095136800362
79,1e+05,100,50,0.1,0.0324,0.00611121418177355,0.0324,0.00611121418177355,0.00234649122807018,0.00677200513413093,0.0895175438596491,0.0646988100785043
80,1e+05,100,50,0.1,0.03414,0.00527609162706097,0.03414,0.00527609162706097,0.002560706401766,0.00761353557293421,0.0893818984547461,0.0645721478635085
81,1e+05,100,50,0.1,0.03242,0.00581023024588562,0.03242,0.00581023024588562,0.00339246119733925,0.00906378119566363,0.092039911308204,0.0701611160195019
82,1e+05,100,50,0.1,0.03682,0.00614016552326248,0.03682,0.00614016552326248,0.00319553072625698,0.00857006797023426,0.0906815642458101,0.0666377250865396
83,1e+05,100,50,0.1,0.03312,0.00473648453119882,0.03312,0.00473648453119882,0.00236203090507726,0.00723292455641719,0.0894039735099338,0.0666671301192531
84,1e+05,100,50,0.1,0.03414,0.00644920498185313,0.03414,0.00644920498185313,0.00320879120879121,0.00835346279523826,0.0925494505494505,0.065004741087356
85,1e+05,100,50,0.1,0.03288,0.00498831287171549,0.03288,0.00498831287171549,0.00299453551912568,0.0084844414614063,0.0884808743169399,0.0657542372048712
86,1e+05,100,50,0.1,0.03266,0.00500452856145801,0.03266,0.00500452856145801,0.00231532524807056,0.00742421735189216,0.0861080485115766,0.06383063796907
87,1e+05,100,50,0.1,0.03658,0.00548872685137269,0.03658,0.00548872685137269,0.00271844660194175,0.00801924753712407,0.0875728155339806,0.0647510503842641
88,1e+05,100,50,0.1,0.03416,0.00506834916568562,0.03416,0.00506834916568562,0.00294372294372294,0.00795389433519336,0.0920779220779221,0.0661428441208643
89,1e+05,100,50,0.1,0.0329,0.00550417281408814,0.0329,0.00550417281408814,0.00233624454148472,0.00725796616660985,0.0867248908296943,0.065153661770192
90,1e+05,100,50,0.1,0.03422,0.00719492451492788,0.03422,0.00719492451492788,0.00290465631929047,0.00853209651014597,0.0890909090909091,0.065343407255504
91,1e+05,100,50,0.1,0.034,0.00654029893843406,0.034,0.00654029893843406,0.00304678998911861,0.00815622168058876,0.0893362350380849,0.0672482402793412
92,1e+05,100,50,0.1,0.03316,0.00585665503195,0.03316,0.00585665503195,0.00315560391730141,0.00860971411648298,0.0878128400435256,0.0650615914701361
93,1e+05,100,50,0.1,0.03364,0.00477988984588301,0.03364,0.00477988984588301,0.00338090010976948,0.00879478039895455,0.0902963776070252,0.0652284234718431
94,1e+05,100,50,0.1,0.03626,0.00591024706828431,0.03626,0.00591024706828431,0.0033589462129528,0.00862666608137358,0.0948847420417124,0.0685402175826685
95,1e+05,100,50,0.1,0.03252,0.00468710780672226,0.03252,0.00468710780672226,0.00261251372118551,0.00760149040790783,0.0893304061470911,0.06431628190751
96,1e+05,100,50,0.1,0.0332,0.00489064079103534,0.0332,0.00489064079103534,0.00270509977827051,0.00792581842554973,0.0900443458980044,0.0635518981481177
97,1e+05,100,50,0.1,0.03192,0.00589306060254823,0.03192,0.00589306060254823,0.00290988056460369,0.00803535124681135,0.0889250814332248,0.0659894246354383
98,1e+05,100,50,0.1,0.03154,0.00552622689305003,0.03154,0.00552622689305003,0.00357221609702315,0.00946855023423541,0.0919073869900772,0.0700189206572617
99,1e+05,100,50,0.1,0.03688,0.00624545549065193,0.03688,0.00624545549065193,0.00327832783278328,0.00841061992942572,0.091947194719472,0.0674867703248855
100,1e+05,100,50,0.1,0.03508,0.00463280229913355,0.03508,0.00463280229913355,0.00302375809935205,0.0080762231821841,0.0884233261339093,0.0663284053630566
